Meteorito misterioso revela a existência de dois novos minerais na África|canadenses ficaram empolgados após analisar um meteorito que caiu na Somália, país situado no chifre da , e identificarem dois novos minerais nunca vistos antes no planeta Terra. Apesar de ter sido encontrada há dois anos pelos profissionais, os moradores da região onde o objeto estava alojado acreditam que a rocha é muito mais antiga, pois ela está documentada em poemas, canções e danças há cinco gerações, ou seja, faz parte da cultura local. Conhecida entre os habitantes locais como “anoitecer”, a pedra é utilizada atualmente para amolar facas. Os novos minerais descobertos na rocha foram identificados pelos cientistas da Universidade de Alberta e receberam os nomes de elaliita e elkinstantonite. Os pesquisadores analisaram um fragmento de 70g do meteorito de 15 toneladas, considerado o nono maior a atingir a Terra. Além dos novos elementos encontrados, o meteorito é abundante em ferro e níquel que representam cerca de 90% da sua composição. A escolha dos nomes para os novos elementos levou em consideração o local onde o meteorito foi desenterrado – no distrito de El Ali, na Somália -, por isso elaliita; e a especialista da NASA Lindy Elkins-Tanton, que teve uma contribuição importante a respeito do tema, por isso o outro elemento ficou “elkinstantonite”. O professor e curador da coleção de meteoritos da Universidade de Alberta, Chris Herd, declarou que o trabalho exercido por Lindy sobre como se formam os núcleos dos planetas compostos principalmente por níquel e ferro foi o que proporcionou a nomeação do mineral em homenagem a ela. Essa é uma forma de “reconhecer suas contribuições para a ciência”, complementou Herd. Há mais um mineral desconhecido que está em processo de identificação. Os pesquisadores da universidade esperam ter acesso a mais partes do meteorito, tanto para buscarem por novas descobertas, quanto para vislumbrarem como o material poderia ser usado na Terra. |Isabela Valukas Gusmão
Cidade submersa grega é revelada pela seca na Turquia|Restos de uma cidade grega antiga que estava submersa foram descobertos na , após o recuo da da barragem de Bayramiç, causado pela seca que assola a região. Uma igreja e uma “casa” de banho de 1.500 anos, que pertenceu à cidade de Scepsis, apareceu no terreno descoberto. Os pesquisadores acreditam que Scepsis tenha pelo menos 2.500 anos e foi construída no que era conhecido como Anatólia, porção asiática da Turquia. Para aprender mais sobre a história da cidade que ganhou destaque nos séculos IV e V, uma equipe iniciou escavações no local – mais precisamente, em sua necrópole. De acordo com Oğuz Koçyiğit, da Universidade Çanakkale Onsekiz Mart, “sabemos que também existem túmulos nesta necrópole que remontam aos períodos helenístico e romano”. Além disso, foi encontrada a estrutura do banho que, segundo Koçyiğit “é uma das raras estruturas que conhecemos, especialmente no período bizantino, e é importante por causa de suas características decorativas”. Esse tipo de estrutura fornece informações importantes sobre arquitetura, técnicas de construção, hábitos e tradições. Outro ponto interessante sobre a cidade submersa reside no fato de que, provavelmente, era em Scepsis, que ficava a famosa biblioteca do filósofo estagirita Aristóteles. A biblioteca foi palco de inspiração de diversas figuras notáveis, como o gramático Demétrio de Scepsis. Çanakkale'deki Bayramiç Barajı'nda su seviyesinin düşmesiyle Skepsis Antik Kenti'ne ait hamam ve kilise kalıntıları 30 yıl sonra tekrar ortaya çıktı. Kaynak: DHA (25.11.2022)    No final do século XXI, foi construída a represa Bayramiç de Çanakkale, fortemente utilizada por instalações agrícolas e industriais locais. No entanto, devido à falta de chuvas, a barragem abriga apenas 10% de sua capacidade máxima de água. Apesar de ser uma ótima notícia para os arqueólogos que exploram a cidade antiga, a produção de alimentos e o abastecimento hídrico podem ficar comprometidos. A Turquia é um dos muitos países que sofrem com a seca severa após um verão excepcionalmente quente. A extensão das secas pode piorar ainda mais devido ao aumento das temperaturas globais, causado pelas mudanças climáticas. |Isabela Valukas Gusmão
Brilho dos satélites “cegando” telescópios|O satélite BlueWalker 3, lançado recentemente, é agora um dos objetos mais brilhantes do céu noturno e isso pode ser um problema para os observadores do . Enquanto alguns dispõem de telescópios potentes, que conseguem captar boas imagens, a maioria das observações do Universo são registradas a partir da superfície da Terra. Agora, segundo o Centro da União Astronômica Internacional para a Proteção do Céu Escuro e Silencioso contra a Interferência de Constelações de Satélites (IAU CPS), com esse novo satélite, destinado a ser o início de uma rede de comunicações em órbita, objetos menos brilhantes podem ser ofuscados pelo brilho do satélite. O diretor do IAU CPS, Piero Benvenuti, declarou que “o BlueWalker 3 é uma grande mudança na questão dos satélites de constelações e deve nos dar todos os motivos para fazer uma pausa”. Astrônomos como Meredith Rawls, da Universidade de Washington, declarou que essa é uma situação que os astrônomos não querem. Em entrevista à Science, a pesquisadora disse que o satélite “aparecerá como uma faixa super brilhante em imagens e potencialmente saturará os detectores de câmera nos observatórios”. Cabe destacar que o BlueWalker 3 é capaz de refletir muito mais luz do que os satélites Starlink, da SpaceX, por exemplo. A intenção da AST SpaceMobile, empresa responsável pelo satélite, é colocar mais de 100 deles em órbita até o final de 2024. Provavelmente, os novos equipamentos serão ainda maiores que o BlueWalker 3. O que torna a preocupação dos astrônomos ainda mais pungente. Além da interferência na visualização, há outro fator digno de atenção. O BlueWalker 3 foi construído para atuar como uma torre de telefonia celular no Espaço, portanto, ele usa frequências de rádio terrestres. Isso pode interferir na atuação dos radiotelescópios. A Comissão Federal de Comunicações dos EUA (FCC), responsável por regular as redes de comunicações dentro dos EUA e internacionalmente, anunciou planos para abrir um escritório dedicado ao Espaço e tentar conciliar os interesses envolvidos nesse campo e conciliar o envio de satélites com as observações do Universo. Um porta-voz da AST SpaceMobile declarou à News Scientist que “estamos ansiosos para usar as mais recentes tecnologias e estratégias para mitigar possíveis impactos para a astronomia”. Para isso, ele alega que a empresa está “trabalhando ativamente com especialistas do setor nas mais recentes inovações, incluindo materiais antirreflexos [para satélites] de última geração.” |Isabela Valukas Gusmão
Artemis 1: NASA irá transmitir viagem de retorno da cápsula Orion em tempo real|A sonda Orion, da missão Artemis I, da , partirá nesta quinta-feira (1) da órbita da e a agência espacial norte-americana transmitirá ao vivo todo o procedimento de voo da nave de volta à Terra a partir das 18h30 (horário de Brasília). A previsão é de que a cápsula chegue na Terra no dia 11 de dezembro. O foguete Space Launch System (SLS) foi lançado no dia 16 de novembro, que iniciou a tão aguardada missão Artemis I da NASA, que visa estabelecer uma base tripulada perto do polo sul da Lua até o final da década de 2020. A missão Artemis I foi feita como estratégia de testar se os veículos estão prontos para transportar astronautas para o espaço profundo. Se todo o procedimento da Artemis I ocorrer como o previsto, a Artemis II poderá enviar astronautas para a órbita da Lua em 2024 e a missão Artemis III permitirá que o homem volte a andar em solo lunar mais uma vez. Por enquanto, todos os passos ocorreram como o esperado. Um dos marcos mais importantes dessa missão foi a inserção da cápsula na órbita retrógrada distante (DRO) ao redor da Lua, no dia 25 de novembro. Na quarta-feira (30), a equipe responsável por acompanhar a Artemis I realizou uma reunião para determinar se Orion está ou não pronto para deixar a DRO, e o resultado foi unânime: todos concordaram em iniciar o procedimento de retorno. Assim que retornar, a espaçonave mergulhará no Oceano Pacífico próximo da costa da Califórnia. A NASA e a Marinha dos EUA já estão treinando para esse momento de retorno, ambas estão praticando a operação de recuperação que encerrará a missão Artemis I. |Isabela Valukas Gusmão
Cidade submersa romana é encontrada no fundo do oceano|marinhos encontram um templo da época do , de cerca de 2 mil anos, perdido no fundo do mar que ficou conhecido como a “Las Vegas” do Império Romano. Conhecida como Baiae, a cidade foi o playground da elite romana durante seu auge. O luxo e beleza do local atraiu a presença até mesmo dos imperadores Júlio César, Nero e Adriano. Além disso, fontes termais naturais curativas e as festas hedonistas também funcionavam como um forte atrativo. Apesar de todo o glamour e badalo da cidade, uma infeliz escolha de local definiu o destino de Baiae. O Golfo de Pozzuoli, onde estava localizada a Las Vegas do Império Romano, ficava na caldeira de um super-vulcão conhecido como os Campos de Flegra. A atividade vulcânica da região e o movimento subterrâneo do magma afundaram Baiae ao longo do tempo. Nessas circunstâncias, Baiae se tornou um vasto parque arqueológico subaquático, com numerosas estátuas, vilas e mosaicos romanos maravilhosamente preservados, todos visíveis sob a superfície. O lado leste da cidade, onde está o antigo assentamento romano de Puteoli, despertou o interesse dos pesquisadores. De acordo com os profissionais, essa é uma área de importância arqueológica “extraordinária”, inclusive, foi durante as explorações desse setor que o tempo foi encontrado. Puteoli chegou a se tornar o principal porto comercial de Roma, ou seja, era um centro fundamental para a distribuição de alimentos e bens em todo o Mediterrâneo. O arqueólogo Michele Stefanile declarou à que a cidade submersa é “inédita”, então, ainda há muito para ser explorado. O objetivo do pesquisador é criar um mapa detalhado e de alta resolução da área e suas estruturas subaquáticas. Para isso, ele faz uso de diversas tecnologias para realizar o mapeamento e a leitura da área. A primeira evidência da presença do templo, construído pelos Nabateus, perdido em Puteoli surgiu no século XVIII, surgiu quando um altar e duas outras peças com inscrições dedicadas ao deus nabateu Dusares foram encontradas. Entre 1960 e 1980 outras peças foram encontradas por mergulhadores profissionais. Em 1980, os pesquisadores identificaram uma área potencial na qual o templo poderia ser encontrado. Porém, não houve apoio suficiente para uma missão de localização e busca fosse iniciada, e o edifício ficou esquecido na história. A partir da descoberta do templo será possível encontrar evidências que ajudam a pintar um quadro de como era a rede de comércio multicultural, que tinha Puteoli atuando como um centro de pessoas de todo o mundo mediterrâneo, reunidas por seus interesses comerciais. A equipe espera escavar outros locais de interesse no porto submerso. Por enquanto, a pesquisa revelou uma série complexa de estruturas, como salas de armazenamento, lojas e edifícios administrativos, bem como uma enorme quantidade de mármores, colunas, cerâmica, metais e outros materiais arqueológicos. Só o tempo dirá que outras riquezas os arqueólogos subaquáticos encontram abaixo do mar no Golfo de Pozzuoli. |Isabela Valukas Gusmão
Erupção do maior vulcão ativo do mundo vira “show de lava”; assista|O Parque Nacional dos Vulcões, no , está movimentado nesses últimos tempos, graças a erupção do Mauna Loa, o maior vulcão ativo do mundo, que aconteceu no último domingo, após 40 anos adormecido. O chega a expelir lava de até 60 metros de altura e solta rios de rocha derretida. Geralmente, o parque mantém seus portões abertos 24 horas por dia, porém, com a volta da atividade do Mauna Loa, a administração do local fechou o acesso à área de cume para visitantes, como forma de protegê-los de possíveis acidentes durante a visitação. Em entrevista à agência AP, a porta-voz do parque, Jessica Ferracane, garantiu que mesmo com as restrições “à vista tem sido espetacular”. Quem visita o local, pode apreciar a erupção do vulcão Kilauea e a lava oriunda de uma fissura do Mauna Loa. De acordo com os geólogos, o fenômeno não oferece riscos à área ou às pessoas. O Serviço Geológico dos Estados Unidos (USGS) alegou que o fluxo de lava que escorre pela encosta é interrompido antes de chegar à estrada principal da montanha, a Saddle Road. Entretanto, é preciso manter a atenção, pois o vulcão Mauna Loa é dinâmico. Embora a lava ainda não ameace a população, especialistas alertam para as consequências da erupção. Os ventos, por exemplo, podem carregar gás vulcânico, cinzas finas e fios de vidro de basalto conhecidos como “cabelo de Pele” morro abaixo. Esses fios apresentam risco de ferimentos nos olhos e na pele por serem muito afiados. Como medida de segurança, as autoridades do Havaí fecharam várias rodovias da região e abriram dois abrigos. Enquanto o Mauna Loa voltou a ficar ativo após 40 anos, o Kilauea, um vulcão localizado no flanco Sudeste de Mauna Loa, entrou em erupção quase continuamente entre 1983 e 2019. Uma pequena erupção ocorre há meses. A última erupção do Mauna Loa ocorreu em 1984 e durou 22 dias. |Isabela Valukas Gusmão
Sua comida pode mudar de gosto de acordo com a sua cabeça|Um novo estudo sobre mostrou como a cor das louças utilizadas para servir uma refeição afeta o sabor dos que serão consumidos. O experimento envolveu 47 voluntários que, com base em suas respostas a um questionário, foram divididos em dois grupos. Esse foi feito sem restrições, em relação às preferências dos participantes. A comida foi então servida para os dois grupos em tigelas vermelhas, azuis ou brancas. Embora a cor não tenha influenciado o gosto dos alimentos para comedores não exigentes, para os consumidores exigentes a história foi outra. Os consumidores exigentes alegaram que o sabor da comida mudou de acordo com a cor de cada tigela. De acordo com o psicólogo Lorenzo Stafford, da Universidade de Portsmouth, no Reino Unido, “esse conhecimento pode ser útil para aqueles que tentam expandir o repertório de alimentos”. Alimentos amplamente conhecidos como “amargos”, poderiam ser servidos em pratos com cores que estimulassem a doçura. Amostras de batatas fritas com sabor de sal e vinagre foram dadas a todos os participantes para comer das tigelas de cores diferentes, com os voluntários então solicitados a classificá-las com base em sua desejabilidade, salinidade e intensidade de sabor. Lanches servidos em tigelas vermelhas e azuis foram percebidos como mais salgados em comparação com aqueles servidos em tigelas brancas; enquanto lanches em tigelas vermelhas foram percebidos como menos desejáveis em comparação com as outras tigelas. Essas percepções foram registradas apenas pelos consumidores exigentes. Os pesquisadores acreditam que a familiarização dos participantes com determinadas embalagens podem ter influenciado suas papilas gustativas; No Reino Unido, lanches salgados frequentemente são vendidos em embalagens azuis. Para Stafford, compreender sobre assuntos que influenciam o comportamento alimentar das pessoas poderia melhorar significativamente a qualidade de vida delas. Comedores exigentes podem ter dietas extremamente restritas, o que pode gerar consequências negativas para a saúde e prejudicar até mesmo a sua interação social. Segundo outras pesquisas, além da cor das louças, questões ambientais, como iluminação e música, também afetam os comportamentos alimentares. Afinal, todos os nossos sentidos estão conectados, incluindo o paladar. “Através de mais pesquisas, poderíamos determinar maneiras de ajudar a afetar positivamente a dieta de uma pessoa e, como resultado, sua saúde mental e física dela”, diz Stafford. |Isabela Valukas Gusmão
Polvos conseguem passar em testes para crianças|Já não restam dúvidas para os de que os polvos são animais muito inteligentes. Além da semelhança entre o desses bichos e o cérebro humano, estudos já provaram que há genes compartilhados entre os dois grupos de animais. Para verificar até onde a capacidade cognitiva dos polvos vai, um novo estudo analisou como um teste criado para crianças foi resolvido por esses bichos. Desenvolvido por cientistas da Universidade de Stanford, o teste do marshmallow funciona da seguinte forma: uma criança é colocada em uma sala com um marshmallow e é informada de que, se conseguir não comer o marshmallow por 15 minutos, receberá um segundo marshmallow e poderá comer os dois. Cumprir essa tarefa de “adiar” a gratificação demonstra habilidades cognitivas ligadas ao planejamento futuro e é utilizada para estudar como a cognição humana se desenvolve. Durante o experimento com os cefalópodes, os cientistas utilizaram a carne de caranguejo e o camarão como atrativos. Eles mostraram que se os polvos não consumissem a carne de caranguejo pela manhã, poderiam consumir camarão no jantar -uma refeição que os agrada muito mais. Para concretizar o experimento a equipe precisou projetar um outro teste. Nele, os animais foram colocados em um tanque especial com duas câmaras fechadas que tinham portas transparentes. Para a surpresa dos pesquisadores, todos os participantes do estudo decidiram esperar para comer seu alimento favorito (camarões vivos). Outro ponto do teste consistiu em verificar a capacidade visual dos animais. Para isso, eles foram apresentados a duas pistas visuais diferentes. Nessa condição, caso os polvos fizessem a escolha “correta”, eles seriam recompensados ​​com um lanche. Aqueles que conseguiram se adaptar a esse mudança também conseguiram esperar mais tempo pela recompensa do camarão. A ideia por trás desse estudo foi mostrar a habilidade dos polvos. A expectativa é de que os cientistas consigam determinar se de fato os polvos podem fazer planejamentos a longo prazo, assim como seres humanos. Se essa é mais uma similaridade compartilhada entre as espécies. |Isabela Valukas Gusmão
NASA escolhe empresa que vai projetar cidade em Marte|A empresa ICON, conhecida por suas casas impressas em 3D, ganhou um contrato de cinco anos com a para a construção do Projeto Olimpo, que construirá plataformas de pouso, estradas e abrigos na e em Marte. A intenção da empresa é imprimir toda a infraestrutura em 3D a partir de materiais existentes nos territórios alvo. Atualmente, a ICON já usa essa tecnologia de impressão 3D na construção de uma comunidade planejada de 100 casas ao norte de Austin, no Texas, estado onde fica sua sede. O cofundador e CEO da ICON, Jason Ballard, emitiu um comunicado sobre a consolidação do contrato com a NASA, em que afirma o progresso na “criação de um futuro melhor para a humanidade” fora da Terra. A diretora do setor de missões de tecnologia espacial da NASA, Niki Werkheiser, apontou para a necessidade de adaptação “para explorar outros mundos” e destacou o uso de “novas tecnologias inovadoras adaptadas a esses ambientes”. A ICON já trabalha com a NASA. Ela produz protótipos de bases extraterrestres para a agência espacial norte-americana e, agora com o contrato, a startup já imprimiu um habitat simulado, em 3D, chamado Mars Dune Alpha, que a NASA planeja usar para missões simuladas em Marte no próximo ano. As novas estruturas testarão os limites da arquitetura metálica e inflável existente que será necessária para proteger os habitantes de uma grande variedade de temperaturas, radiação e micrometeoritos, de acordo com a ICON. Segundo Ballard, a tecnologia da empresa já poderia ser utilizada pela NASA em 2026, nas missões que acontecerão na Lua. Depois de ganhar o contrato da NASA na terça-feira, a ICON divulgou um vídeo simulado de seu Projeto Olympus. Esse projeto tem como objetivo levar uma impressora 3D autônoma para a Lua ou para Marte e tentar imprimir as estruturas dentro das condições de cada local e com os materiais disponíveis por lá. Esse será o maior desafio para a ICON. |Isabela Valukas Gusmão
Cometa entra em erupção no Sistema Solar e libera 1 milhão de toneladas de detritos|Um evento muito curioso aconteceu no : um cometa vulcânico bizarro entrou em erupção violentamente e expeliu mais de 1 milhão de toneladas de gás, gelo e os “potenciais blocos de construção da vida”. Conhecido como 29P/Schwassmann-Wachmann, o cometa mede cerca de 60 quilômetros de largura e demora quase 15 anos para orbitar o . Os pesquisadores acreditam que esse seja o cometa mais “vulcanicamente” ativo do Sistema Solar. Além disso, ele é um dos 100 cometas, conhecidos como “centauros”, que foram expulsos do Cinturão de Kuiper, localizado no Sistema Solar exterior. Foi o astrônomo amador chamado Patrick Wiggins quem notou a mudança drástica no brilho do cometa. Outros observadores também perceberam esse pico de luminosidade e o classificaram como resultado de uma enorme erupção vulcânica. De acordo com a Associação Astronômica Britânica (BAA) essa foi a segunda maior erupção já vista neste cometa, nos últimos 12 anos. A maior ocorreu em setembro de 2021. O candidato a doutorado na Universidade de Cardiff, no Reino Unido, Cai Stoddard-Jones, disse ao que uma erupção desse tamanho é “muito rara. Ele também apontou a dificuldade de medir e explicar a dimensão desse fenômeno do tipo. Este tipo incomum de atividade vulcânica é conhecido como criovulcanismo, ou “vulcanismo frio”. Com o tempo, a radiação emitida pelo Sol pode fazer com que os interiores gelados dos cometas sublimem, ou seja, passem do estado sólido para gás, o que gera um acúmulo de pressão sob a crosta. Essa pressão faz com que a casca externa rache e o criomagma, composto principalmente de monóxido de carbono e gás nitrogênio, bem como alguns sólidos gelados e hidrocarbonetos líquidos, dispare para o Espaço. Representantes da NASA apontam para o pontêcial formador de planetas desses detritos ejetados pelos cometas, já que os elementos que os compõem são os mesmoa que os cientistas acreditam que deram origem aos planetas do Sistema Solar. Este tipo incomum de atividade vulcânica é conhecido como criovulcanismo, ou “vulcanismo frio”. Com o tempo, a radiação emitida pelo Sol pode fazer com que os interiores gelados dos cometas sublimem, ou seja, passem do estado sólido para gás, o que gera um acúmulo de pressão sob a crosta. Essa pressão faz com que a casca externa rache e o criomagma, composto principalmente de monóxido de carbono e gás nitrogênio, bem como alguns sólidos gelados e hidrocarbonetos líquidos, disparem para o Espaço. |Isabela Valukas Gusmão
